Trip,Avg_Speed_kmh,Avg_RPM,Avg_Fuel_L/100km,HighRPM_LowSpeed_%,Long_Idle_Time_%,Accel_Events,Brake_Events,Eco_Score,Trip_Label,Main_Issue,Second_Issue,What_Went_Well_1,What_Went_Well_2,What_Could_Improve_1,What_Could_Improve_2
2018-03-19_Seat_Leon_KA_KA_Frei.csv,27.538488763050786,1318.803132188993,0.46941335560110825,0.0,12.03,324,329,55.125397327867006,Moderate,Main issue: Fuel use (−32 pts),Second issue: Idling (−4 pts),Long idle time is only 12.0% – good anticipation of stops and traffic.,Very little time was spent at high RPM and low speed – gear selection looks efficient.,Average fuel consumption is 0.47 L/100km – consider smoother acceleration and lower RPM where possible.,"324 acceleration and 329 braking events – typical for heavy traffic, but still a chance to smooth things out."
2018-03-19_Seat_Leon_RT_KA_Normal.csv,63.83382730405434,1525.287944750911,0.2866111395427485,0.0,5.77,1788,1873,52.99166325487016,Moderate,Main issue: Braking events (−19 pts),Second issue: Acceleration events (−15 pts),Average fuel consumption is only 0.29 L/100km – this is efficient for this vehicle.,Long idle time is only 5.8% – good anticipation of stops and traffic.,"There were 1788 acceleration and 1873 braking events – smoother, more anticipatory driving would help.",
2018-03-20_Seat_Leon_KA_KA_Normal.csv,24.23865722528193,1178.6279569892474,0.515559537406057,0.0,27.29,450,429,42.565000000000005,Moderate,Main issue: Fuel use (−35 pts),Second issue: Idling (−8 pts),Very little time was spent at high RPM and low speed – gear selection looks efficient.,,Average fuel consumption is 0.52 L/100km – consider smoother acceleration and lower RPM where possible.,Long idle time is 27.3% – some of this could likely be avoided.
2018-03-21_Seat_Leon_KA_RT_Normal.csv,81.30001357615252,1659.443843214833,0.22308111133936154,0.0,13.04,1290,1204,65.77026663927661,Moderate,Main issue: Acceleration events (−13 pts),Second issue: Braking events (−12 pts),Average fuel consumption is only 0.22 L/100km – this is efficient for this vehicle.,Long idle time is only 13.0% – good anticipation of stops and traffic.,"There were 1290 acceleration and 1204 braking events – smoother, more anticipatory driving would help.",
2018-03-22_Seat_Leon_RT_S_Normal.csv,60.89732178978882,1465.9735954904659,0.268727192098644,0.0,1.99,892,942,72.41773694816271,Efficient,Main issue: Braking events (−9 pts),Second issue: Acceleration events (−9 pts),Average fuel consumption is only 0.27 L/100km – this is efficient for this vehicle.,Long idle time is only 2.0% – good anticipation of stops and traffic.,"There were 892 acceleration and 942 braking events – smoother, more anticipatory driving would help.",
2018-03-22_Seat_Leon_S_RT_Normal.csv,65.60745629941249,1561.7810618698775,0.28064665464758,0.0,1.34,810,838,73.17240144229041,Efficient,Main issue: Fuel use (−10 pts),Second issue: Braking events (−8 pts),Average fuel consumption is only 0.28 L/100km – this is efficient for this vehicle.,Long idle time is only 1.3% – good anticipation of stops and traffic.,"There were 810 acceleration and 838 braking events – smoother, more anticipatory driving would help.",
2018-03-23_Seat_Leon_RT_S_Normal.csv,62.50406114351149,1508.2868631993822,0.27718263591764686,0.0,2.89,1019,1054,68.56308368988238,Moderate,Main issue: Braking events (−11 pts),Second issue: Acceleration events (−10 pts),Average fuel consumption is only 0.28 L/100km – this is efficient for this vehicle.,Long idle time is only 2.9% – good anticipation of stops and traffic.,"There were 1019 acceleration and 1054 braking events – smoother, more anticipatory driving would help.",
2018-03-23_Seat_Leon_S_RT_Stau.csv,52.08367961770206,1432.980547475587,0.296372024466066,0.0,1.09,1104,1086,65.99035706407207,Moderate,Main issue: Fuel use (−12 pts),Second issue: Acceleration events (−11 pts),Average fuel consumption is only 0.30 L/100km – this is efficient for this vehicle.,Long idle time is only 1.1% – good anticipation of stops and traffic.,"There were 1104 acceleration and 1086 braking events – smoother, more anticipatory driving would help.",
2018-03-26_Seat_Leon_RT_S_Normal.csv,69.81554323857202,1515.9305083735621,0.2622312418118959,0.0,1.57,831,857,74.8672509825725,Efficient,Main issue: Braking events (−9 pts),Second issue: Acceleration events (−8 pts),Average fuel consumption is only 0.26 L/100km – this is efficient for this vehicle.,Long idle time is only 1.6% – good anticipation of stops and traffic.,"There were 831 acceleration and 857 braking events – smoother, more anticipatory driving would help.",
2018-03-26_Seat_Leon_S_RT_Stau.csv,57.62040502435273,1395.7036144578312,0.24071335277335362,0.0,11.36,455,491,79.97439766719758,Efficient,Main issue: Braking events (−5 pts),Second issue: Fuel use (−5 pts),Average fuel consumption is only 0.24 L/100km – this is efficient for this vehicle.,Long idle time is only 11.4% – good anticipation of stops and traffic.,"There were 455 acceleration and 491 braking events – smoother, more anticipatory driving would help.",
2018-03-29_Seat_Leon_KA_RT_Stau.csv,51.93112442151669,1334.2141744278642,0.30383665764434314,0.0,17.07,2237,2295,44.00460108267883,Moderate,Main issue: Braking events (−20 pts),Second issue: Acceleration events (−15 pts),Long idle time is only 17.1% – good anticipation of stops and traffic.,Very little time was spent at high RPM and low speed – gear selection looks efficient.,"Fuel consumption is 0.30 L/100km – acceptable, but there is room to reduce it with gentler throttle input.","There were 2237 acceleration and 2295 braking events – smoother, more anticipatory driving would help."
2018-04-23_Seat_Leon_KA_KA_Frei.csv,32.009075907590756,1259.7891914191418,0.37256546790353656,0.0,4.24,273,311,71.33214385157561,Efficient,Main issue: Fuel use (−21 pts),Second issue: Braking events (−3 pts),Long idle time is only 4.2% – good anticipation of stops and traffic.,Very little time was spent at high RPM and low speed – gear selection looks efficient.,"Fuel consumption is 0.37 L/100km – acceptable, but there is room to reduce it with gentler throttle input.","273 acceleration and 311 braking events – typical for heavy traffic, but still a chance to smooth things out."
2018-04-23_Seat_Leon_RT_KA_Normal.csv,57.17832012346648,1428.8261136833294,0.29698865338498515,0.0,7.05,1842,1941,50.426361593801786,Moderate,Main issue: Braking events (−19 pts),Second issue: Acceleration events (−15 pts),Average fuel consumption is only 0.30 L/100km – this is efficient for this vehicle.,Long idle time is only 7.0% – good anticipation of stops and traffic.,"There were 1842 acceleration and 1941 braking events – smoother, more anticipatory driving would help.",
